
path = /scratch/rabin/data/code2vec/transforms/Methods_Test/java-large/test/kaazing__gateway/server.spi/src/main/java/org/kaazing/gateway/server/spi/security/LoginResultCallback_setLoginResult.java
method_name = setLoginResult
method_body = public final void setLoginResult(LoginResult loginResult) { if (!this.loginResult.compareAndSet(null, loginResult)) { throw new UnsupportedOperationException("A Login Result already exists in this callback and cannot be set again."); } }
{"time": "2021-01-23 12:59:00.274199", "n_pass": [401, 83, 25], "score": "0.3255", "loss": "4.6315", "code": "id setLoginResult(ult loginResult){if(!th.Set(inlt)){nE(\"A .\"); } }"}
{"time": "2021-01-23 12:59:05.483928", "n_pass": [408, 87, 26], "score": "0.3126", "loss": "4.1287", "code": "id setLoginResult(ult loginResult){if(!th.Set(inlt)){nE(\"A.\"); } }"}
{"time": "2021-01-23 12:59:06.807189", "n_pass": [409, 88, 27], "score": "0.3126", "loss": "4.1287", "code": "id setLoginResult(ult loginResult){if(!th.Set(inlt)){nE(\"A\"); } }"}
{"time": "2021-01-23 12:59:08.139736", "n_pass": [413, 89, 28], "score": "0.3126", "loss": "4.1287", "code": "id setLoginResult(ult loginResult){if(!th.Set(inlt)){nE(\"A\");} }"}
{"time": "2021-01-23 12:59:09.451164", "n_pass": [415, 90, 29], "score": "0.3126", "loss": "4.1287", "code": "id setLoginResult(ult loginResult){if(!th.Set(inlt)){nE(\"A\");}}"}
{"time": "2021-01-23 12:59:20.154472", "n_pass": [436, 94, 30], "score": "0.4829", "loss": "3.0371", "code": "id setLoginResult(ut loginResult){if(!th.Set(inlt)){nE(\"A\");}}"}
{"time": "2021-01-23 12:59:21.452951", "n_pass": [437, 95, 31], "score": "0.5413", "loss": "3.4251", "code": "id setLoginResult(u loginResult){if(!th.Set(inlt)){nE(\"A\");}}"}
{"time": "2021-01-23 12:59:37.150388", "n_pass": [455, 107, 32], "score": "0.328", "loss": "3.8213", "code": "id setLoginResult(u loginResult){if(th.Set(inlt)){nE(\"A\");}}"}
{"time": "2021-01-23 12:59:38.457920", "n_pass": [456, 108, 33], "score": "0.4877", "loss": "3.8969", "code": "id setLoginResult(u loginResult){if(h.Set(inlt)){nE(\"A\");}}"}
{"time": "2021-01-23 12:59:51.626940", "n_pass": [474, 118, 34], "score": "0.4259", "loss": "4.4711", "code": "id setLoginResult(u loginResult){if(h.Set(inlt)){nE(\"\");}}"}
{"time": "2021-01-23 13:00:24.654071", "n_pass": [529, 139, 35], "score": "0.3434", "loss": "4.2545", "code": "id setLoginResult(u loginResult){if(h.Set(inlt)){E(\"\");}}"}
{"time": "2021-01-23 13:00:28.582007", "n_pass": [539, 142, 36], "score": "0.4106", "loss": "4.1558", "code": "i setLoginResult(u loginResult){if(h.Set(inlt)){E(\"\");}}"}

Minimal simplified code:
i setLoginResult(u loginResult){if(h.Set(inlt)){E("");}}

