
path = /scratch/rabin/data/code2vec/transforms/Methods_Test/java-large/test/codefollower__Tomcat-Research/java/org/apache/tomcat/util/net/jsse/JSSESocketFactory_acceptSocket.java
method_name = acceptSocket
method_body = @Override public Socket acceptSocket(ServerSocket socket) throws IOException { SSLSocket asock = null; try { asock = (SSLSocket) socket.accept(); } catch (SSLException e) { throw new SocketException("SSL handshake error" + e.toString()); } return asock; }
predict, score, loss = acceptSocket, 0.3391779661178589, 1.1936472654342651

Trace of simplified code(s):
{"time": "2021-01-20 06:35:23.718342", "n_pass": [1, 1, 1], "score": "0.3392", "loss": "1.1936", "code": "@Override public Socket acceptSocket(ServerSocket socket) throws IOException { SSLSocket asock = null; try { asock = (SSLSocket) socket.accept(); } catch (SSLException e) { throw new SocketException(\"SSL handshake error\" + e.toString()); } return asock; }"}
{"time": "2021-01-20 06:36:46.647086", "n_pass": [313, 27, 23], "score": "0.6652", "loss": "0.4209", "code": "@Override Socket acceptSocket(ServerSocket socket){try{asock=(SSLSocket) accept(); } catch (SSLException e) {(\"\" );} }"}
{"time": "2021-01-20 06:36:49.280477", "n_pass": [314, 28, 24], "score": "0.6652", "loss": "0.4209", "code": "@Override Socket acceptSocket(ServerSocket socket){try{asock=(SSLSocket) accept(); } catch (SSLException e) {(\"\" );}}"}
{"time": "2021-01-20 06:36:53.980261", "n_pass": [335, 29, 25], "score": "0.6652", "loss": "0.4209", "code": "@Override Socket acceptSocket(ServerSocket socket){try{asock=(SSLSocket)accept(); } catch (SSLException e) {(\"\" );}}"}
{"time": "2021-01-20 06:36:56.612918", "n_pass": [340, 30, 26], "score": "0.6652", "loss": "0.4209", "code": "@Override Socket acceptSocket(ServerSocket socket){try{asock=(SSLSocket)accept();} catch (SSLException e) {(\"\" );}}"}
{"time": "2021-01-20 06:36:59.242566", "n_pass": [342, 31, 27], "score": "0.6652", "loss": "0.4209", "code": "@Override Socket acceptSocket(ServerSocket socket){try{asock=(SSLSocket)accept();}catch (SSLException e) {(\"\" );}}"}
{"time": "2021-01-20 06:37:01.897047", "n_pass": [344, 32, 28], "score": "0.6652", "loss": "0.4209", "code": "@Override Socket acceptSocket(ServerSocket socket){try{asock=(SSLSocket)accept();}catch(SSLException e) {(\"\" );}}"}
{"time": "2021-01-20 06:37:04.543510", "n_pass": [350, 33, 29], "score": "0.6652", "loss": "0.4209", "code": "@Override Socket acceptSocket(ServerSocket socket){try{asock=(SSLSocket)accept();}catch(SSLException e){(\"\" );}}"}
{"time": "2021-01-20 06:37:07.193488", "n_pass": [355, 34, 30], "score": "0.6652", "loss": "0.4209", "code": "@Override Socket acceptSocket(ServerSocket socket){try{asock=(SSLSocket)accept();}catch(SSLException e){(\"\");}}"}

Minimal simplified code:
@Override Socket acceptSocket(ServerSocket socket){try{asock=(SSLSocket)accept();}catch(SSLException e){("");}}

